model,approach,ltl_formula,trace,response
gemini-2.5-flash,zero_shot_self_refine,b -> X((c U a) | (G(c))),"[[[""a"", false], [""b"", true], [""c"", false]], [[""a"", true], [""b"", false], [""c"", true]], [[""a"", false], [""b"", false], [""c"", true]], [[""a"", false], [""b"", false], [""c"", true]], []]","Initial: POSITIVE
Refined: POSITIVE"
gemini-2.5-flash,zero_shot_self_refine,(F(b) -> (!b U (a & !b))),"[[[""a"", true], [""b"", true]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a -> F(e)),"[[[""a"", true], [""e"", true]], [[""a"", false], [""e"", false]], [[""a"", false], [""e"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G( a | b | c),"[[[""a"", true], [""b"", false], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G (!x1) & F(x2),"[[[""x1"", true], [""x2"", false]], [[""x1"", false], [""x2"", false]], [[""x1"", false], [""x2"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(!(a & b)),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,(F(b) -> (!b U (a & !b))),"[[[""a"", true], [""b"", false]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(!(a & b)),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a -> F(e)),"[[[""a"", true], [""e"", true]], [[""a"", true], [""e"", false]], [[""a"", false], [""e"", false]], [[""a"", false], [""e"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,b -> X((c U a) | (G(c))),"[[[""a"", false], [""b"", true], [""c"", false]], [[""a"", false], [""b"", true], [""c"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G( a | b | c),"[[[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a -> X(X(X b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,(F(b) -> (!b U (a & !b))),"[[[""a"", true], [""b"", true]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a -> X(X(X b))),"[[[""a"", true], [""b"", false]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a -> F(e)),"[[[""a"", true], [""e"", true]], [[""a"", false], [""e"", false]], [[""a"", false], [""e"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(!(a & b)),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G(!(a & b)),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a -> b),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,G(a -> b),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a -> F(e)),"[[[""a"", true], [""e"", true]], [[""a"", true], [""e"", false]], [[""a"", false], [""e"", false]], [[""a"", false], [""e"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a & b),"[[[""a"", false], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,G(a & b),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(e U (G(F(d)))),"[[[""d"", false], [""e"", false]], [[""d"", true], [""e"", false]], [[""d"", false], [""e"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a -> X(X(X b))),"[[[""a"", true], [""b"", false]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(e U (G(F(d)))),"[[[""d"", false], [""e"", true]], [[""d"", false], [""e"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a) & G(b -> !c),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a -> X(X(X b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a & b),"[[[""a"", false], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G(a -> b),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a -> b),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G(a) & G(b -> !c),"[[[""a"", false], [""b"", false], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a) & G(b -> !c),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a & b),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) -> G(F(b)),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(e U (G(F(d)))),"[[[""d"", false], [""e"", true]], [[""d"", false], [""e"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(e U (G(F(d)))),"[[[""d"", false], [""e"", false]], [[""d"", true], [""e"", false]], [[""d"", false], [""e"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a) & G(b -> !c),"[[[""a"", false], [""b"", false], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], []]","Initial: UNKNOWN
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) -> G(F(b)),"[[[""a"", false], [""b"", false]], [[""a"", true], [""b"", false]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a -> F (b)) -> G(F(c)),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) | G(F(b)),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,F(G(!a)),"[[[""a"", false]], [[""a"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a -> F (b)) -> G(F(c)),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,F(G(!a)),"[[[""a"", false]], [[""a"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) -> G(F(b)),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) | G(F(b)),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", true]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G (!(a & b) -> F(c)),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) -> G(F(b)),"[[[""a"", false], [""b"", false]], [[""a"", true], [""b"", false]], [[""a"", false], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (!(a & b) -> F(c)),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(!(a & b)) & G(a | b),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) | G(F(b)),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a -> F (b)) -> G(F(c)),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(a -> F (b)) -> G(F(c)),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], [[""a"", false], [""b"", false], [""c"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,F(G(!a)),"[[[""a"", false]], [[""a"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) | G(F(b)),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", true]], [[""a"", false], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,F(G(!a)),"[[[""a"", false]], [[""a"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G ((a <-> b) -> (c <-> d)),"[[[""a"", true], [""b"", true], [""c"", true], [""d"", false]], [[""a"", true], [""b"", true], [""c"", true], [""d"", true]], [[""a"", true], [""b"", true], [""c"", true], [""d"", true]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,(!a) U b,"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], []]",POSITIVE
gemini-2.5-flash,zero_shot_self_refine,G (!(a & b) -> F(c)),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G ((a <-> b) -> (c <-> d)),"[[[""a"", true], [""b"", true], [""c"", true], [""d"", false]], [[""a"", true], [""b"", true], [""c"", true], [""d"", true]], [[""a"", true], [""b"", true], [""c"", true], [""d"", true]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G (a -> X(G(!b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,G ((a <-> b) -> (c <-> d)),"[[[""a"", true], [""b"", true], [""c"", true], [""d"", true]], [[""a"", true], [""b"", true], [""c"", true], [""d"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G (!(a & b) -> F(c)),"[[[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a -> X(G(!b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,(!a) U b,"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(!(a & b)) & G(a | b),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(!(a & b)) & G(a | b),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,(!a) U b,"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], []]","Initial: POSITIVE
Refined: POSITIVE"
gemini-2.5-flash,zero_shot_self_refine,G !(a & b),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G ((a <-> b) -> (c <-> d)),"[[[""a"", true], [""b"", true], [""c"", true], [""d"", true]], [[""a"", true], [""b"", true], [""c"", true], [""d"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G !(a & b),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,(b U (b & ! a)) | G(b),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G (a & X(b) -> X(X(c))),"[[[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,(b U (b & ! a)) | G(b),"[[[""a"", true], [""b"", true]], [[""a"", false], [""b"", true]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G (a -> X(G(!b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a -> X(G(!b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,(!a) U b,"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G !(a & b),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a & X(b) -> X(X(c))),"[[[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], [[""a"", false], [""b"", true], [""c"", false]], [[""a"", false], [""b"", false], [""c"", true]], [[""a"", true], [""b"", true], [""c"", false]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,G !(a & b),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G(!(a & b)) & G(a | b),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a -> X(F(b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G (a -> X(F(b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,(b U (b & ! a)) | G(b),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) | X(b),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G (a & X(b) -> X(X(c))),"[[[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", true], [""c"", false]], [[""a"", false], [""b"", true], [""c"", false]], [[""a"", false], [""b"", false], [""c"", true]], [[""a"", true], [""b"", true], [""c"", false]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G (a),"[[[""a"", true]], [[""a"", true]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) | X(b),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", true]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,a & G(a -> X(!a) & X(X(!a)) & X(X(X(!a))) & X(X(X(X(!a)))) & X(X(X(X(X(a)))))),"[[[""a"", true]], [[""a"", false]], [[""a"", false]], [[""a"", false]], [[""a"", false]], [[""a"", false]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,G (a & X(b) -> X(X(c))),"[[[""a"", true], [""b"", false], [""c"", false]], [[""a"", true], [""b"", false], [""c"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,a & G(a -> X(!a) & X(X(!a)) & X(X(X(!a))) & X(X(X(X(!a)))) & X(X(X(X(X(a)))))),"[[[""a"", true]], [[""a"", false]], [[""a"", false]], [[""a"", false]], [[""a"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,(b U (b & ! a)) | G(b),"[[[""a"", true], [""b"", true]], [[""a"", false], [""b"", true]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a),"[[[""a"", false]], [[""a"", true]], [[""a"", true]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,G (a -> X(F(b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) | X(b),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a),"[[[""a"", true]], [[""a"", true]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a -> X(F(b))),"[[[""a"", true], [""b"", false]], [[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a -> (b | X(b))),"[[[""a"", true], [""b"", true]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G (a),"[[[""a"", false]], [[""a"", true]], [[""a"", true]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,a & G(a -> X(!a) & X(X(!a)) & X(X(X(!a))) & X(X(X(X(!a)))) & X(X(X(X(X(a)))))),"[[[""a"", true]], [[""a"", false]], [[""a"", false]], [[""a"", false]], [[""a"", false]], [[""a"", false]], []]","Initial: NEGATIVE
Refined: NEGATIVE"
gemini-2.5-flash,zero_shot_self_refine,G (a -> (b | X(b))),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", true], [""b"", false]], [[""a"", false], [""b"", true]], [[""a"", true], [""b"", false]], []]",NEGATIVE
gemini-2.5-flash,zero_shot_self_refine,G(F(a)) | X(b),"[[[""a"", false], [""b"", false]], [[""a"", false], [""b"", true]], [[""a"", false], [""b"", false]], []]","Initial: UNKNOWN
Refined: UNKNOWN"
gemini-2.5-flash,zero_shot_self_refine,G (a -> F(b)),"[[[""a"", true], [""b"", true]], [[""a"", true], [""b"", false]], [[""a"", false], [""b"", false]], [[""a"", false], [""b"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a | X(a) | X(X(a))),"[[[""a"", true]], [[""a"", false]], [[""a"", false]], []]",UNKNOWN
gemini-2.5-flash,zero_shot_self_refine,G(a | X(a) | X(X(a))),"[[[""a"", true]], [[""a"", false]], [[""a"", false]], [[""a"", false]], [[""a"", true]], []]",NEGATIVE
